filepath,label,subset
"dataset_train/0/(edit) Unit 1 1-2(1,1)_10450.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_13010.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_09840.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_08586.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_07924.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-1(2)(1,1)_06268.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_10487.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_10108.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_10041.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_01039.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_12499.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_05302.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_10120.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_11377.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_08626.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_11558.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_07273.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_01993.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_01602.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_05464.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_10875.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-1(2)(1,1)_07412.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_01426.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_10849.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_02295.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_04975.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_04961.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_04140.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_11362.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_07449.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_12131.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_11438.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_09505.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_11203.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_09263.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_12870.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_01546.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_07702.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_11160.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_09049.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_08425.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_10524.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_12327.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_07105.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_02503.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_00466.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_01750.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_09325.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_08342.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_06226.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_00657.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_02726.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_12521.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_14150.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_11028.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_14636.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-1(2)(1,1)_07229.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_00496.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_10849.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_02295.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_02700.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_11405.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_00327.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_08828.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_06964.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_12694.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_01986.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_06178.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_05471.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_01159.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_08752.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_03026.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_07844.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-1(2)(1,1)_07177.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_09855.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_11968.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_10323.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_11029.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_10518.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_05129.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_10524.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_08435.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_10089.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_08568.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_02124.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_09717.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_05447.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_07698.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-1(2)(1,1)_06537.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_00503.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_09851.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_12726.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_11213.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-1(2)(1,1)_06906.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_06140.png",0,dataset_train
dataset_train/0/(cali.) 20150212 HXND 2-3 (1)_11268.png,0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_07303.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_02894.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_05645.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_08838.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_08810.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_04780.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-1(2)(1,1)_06709.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_08804.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_06008.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_01767.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_09692.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_06752.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_11401.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_12108.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_09686.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_08598.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_00891.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_06196.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-1(2)(1,1)_06641.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_05043.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_03819.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-1(2)(1,1)_06669.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_05298.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_08193.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_00492.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-1(2)(1,1)_07205.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_10681.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_04836.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_11992.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_00647.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_11165.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_03428.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_08420.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_02680.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-1(2)(1,1)_06443.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_10290.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_04611.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_09321.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_14182.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_00685.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_01754.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_00861.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_11825.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_05532.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_12479.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_14155.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_10252.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_11005.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_13174.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_02130.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_12323.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_10246.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_01218.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_00674.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_12684.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-1(2)(1,1)_06898.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_01224.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_00336.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_08637.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_11366.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_09529.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_11207.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_01000.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_12135.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_04959.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_12310.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_03944.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_10681.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_12861.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_01422.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_10695.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_11560.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_12069.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_10642.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_01997.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_07277.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_11373.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_05306.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_08150.png",0,dataset_train
dataset_train/0/(cali.) 20150212 HXND 2-3 (1)_07437.png,0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_14790.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_06380.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_07920.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_13955.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_12493.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_07908.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-1(2)(1,1)_05981.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_10483.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-1(2)(1,1)_06250.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_02131.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_10535.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_09887.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_01203.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_11171.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_01191.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_11984.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_09675.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_12689.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_01187.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_09728.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_10456.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_10537.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_10318.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_14023.png",0,dataset_train
"dataset_train/0/(cali.) Unit 1 1-2(4,2)_08389.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_05648.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_05336.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-1(2)(1,1)_05997.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_10713.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_04595.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_05304.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_07275.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_01604.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_04768.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_03761.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_07466.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_11204.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_08027.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-1(2)(1,1)_07428.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_09068.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_04973.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_12312.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_06180.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_11205.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_12137.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_11358.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_14341.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_11416.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_01605.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_12042.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_00676.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_07103.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_10250.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_10522.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_03238.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_14157.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-1(2)(1,1)_07038.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(4,1)_00474.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_13836.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-1(2)(1,1)_06455.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_10292.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_12527.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-5(1)(3,1)_13639.png",0,dataset_train
"dataset_train/0/(edit) Unit 1 1-2(1,1)_08350.png",0,dataset_train
